order_id,product_id,customer_id,quantity,price,discount_pct,discount_amount,order_value,shipping_cost,order_date,shipping_date,shipping_city,sales_channel,payment_method,order_status
93226081,23801,793973,1,35.58,5,1.78,33.8,7.51,2025-04-18,2025-04-19,Budapest,Retail Store,Bank Transfer,Completed
67547297,20967,344064,5,130.91,20,130.91,523.64,0.0,2026-05-01,2026-05-04,Budapest,Website,PayPal,Completed
67542502,85983,317927,2,96.68,0,0.0,193.36,0.0,2025-05-27,2025-05-29,Budapest,Mobile App,Card,Completed
11774088,37136,677707,1,48.66,25,12.16,36.5,3.94,2026-06-24,2026-06-26,Veszprém,Retail Store,Card,Completed
79139491,85983,981714,2,96.61,10,19.32,173.9,6.31,2025-03-03,2025-03-07,Budapest,Marketplace,Card,Completed
64382513,49073,604418,1,93.41,0,0.0,93.41,3.84,2025-08-13,2025-08-18,Budapest,Marketplace,Card,Completed
79104687,23801,909482,1,34.19,0,0.0,34.19,8.13,2026-06-02,2026-06-04,Budapest,Website,Card,Completed
41112997,51232,879641,1,24.99,0,0.0,24.99,5.53,2025-12-27,2026-01-01,Sopron,Marketplace,Apple Pay,Completed
13966200,51232,634320,1,25.27,10,2.53,22.74,5.59,2025-01-18,2025-01-19,Székesfehérvár,Website,Card,Completed
30620789,20967,582813,2,133.96,0,0.0,267.92,0.0,2025-06-22,2025-06-25,Eger,Website,Card,Completed
39701424,77262,424475,1,108.72,10,10.87,97.85,5.73,2025-08-18,2025-08-19,Budapest,Mobile App,Card,Completed
60549537,51232,651683,3,25.42,0,0.0,76.26,7.6,2026-03-25,2026-03-27,Kecskemét,Website,Apple Pay,Completed
33926112,45415,987171,2,70.9,0,0.0,141.8,4.93,2025-06-09,2025-06-12,Budapest,Website,Apple Pay,Completed
77271509,49073,234812,1,90.5,0,0.0,90.5,6.08,2025-03-29,2025-03-31,Sopron,Website,Card,Completed
29902434,45415,113826,1,68.44,0,0.0,68.44,6.42,2026-01-28,2026-01-29,Érd,Website,Card,Completed
50119417,86989,392883,1,90.73,10,9.07,81.66,6.34,2025-11-28,2025-12-04,Miskolc,Mobile App,Apple Pay,Completed
86726695,15378,818074,2,185.42,0,0.0,370.84,0.0,2025-04-04,2025-04-10,Győr,Mobile App,Card,Completed
92028283,51232,969188,1,25.08,0,0.0,25.08,8.67,2025-12-20,2025-12-26,Debrecen,Website,Apple Pay,Completed
95577861,37136,540731,2,51.09,15,15.33,86.85,7.03,2026-03-23,2026-03-26,Pécs,Mobile App,Card,Completed
91272381,45415,377165,1,68.23,10,6.82,61.41,4.44,2026-03-19,2026-03-21,Debrecen,Mobile App,Apple Pay,Returned
75518986,85983,935764,1,95.02,5,4.75,90.27,8.24,2026-08-26,2026-09-01,Pécs,Mobile App,Card,Completed
22241642,45415,831619,1,68.23,10,6.82,61.41,4.24,2025-12-01,2025-12-02,Budapest,Mobile App,Google Pay,Completed
62550055,39892,983662,1,122.18,0,0.0,122.18,4.51,2025-04-30,2025-05-01,Budapest,Website,Card,Completed
15362397,86989,255988,1,88.17,5,4.41,83.76,4.05,2025-02-03,2025-02-06,Budapest,Mobile App,PayPal,Completed
97045609,26644,561211,1,66.25,0,0.0,66.25,6.1,2026-06-22,2026-06-24,Pécs,Mobile App,Card,Completed
52281969,86989,136738,2,88.3,10,17.66,158.94,0.0,2025-03-22,2025-03-27,Szeged,Website,PayPal,Completed
77826168,51232,203142,1,24.95,0,0.0,24.95,5.54,2026-06-18,2026-06-20,Kecskemét,Marketplace,Card,Completed
70654076,26644,309026,5,67.44,0,0.0,337.2,0.0,2025-10-15,,Székesfehérvár,Marketplace,Bank Transfer,Cancelled
74882153,26644,516223,2,67.31,0,0.0,134.62,0.0,2026-03-21,2026-03-22,Nyíregyháza,Mobile App,Bank Transfer,Completed
71422953,45415,382406,1,70.43,10,7.04,63.39,4.42,2025-01-18,2025-01-22,Eger,Website,Card,Completed
22113984,45415,999110,1,68.93,10,6.89,62.04,6.61,2025-08-15,2025-08-20,Kecskemét,Mobile App,Card,Completed
24062541,45415,278681,1,71.05,0,0.0,71.05,5.13,2025-08-28,2025-08-31,Budapest,Website,Card,Completed
22110365,45415,819202,1,69.65,0,0.0,69.65,3.88,2025-06-09,2025-06-11,Győr,Mobile App,Card,Completed
23118359,26644,112951,1,64.35,25,16.09,48.26,5.75,2025-12-03,2025-12-06,Budapest,Retail Store,Card,Completed
45257173,86989,720701,1,93.2,15,13.98,79.22,6.38,2026-08-27,2026-09-02,Budapest,Mobile App,Bank Transfer,Completed
12878167,72384,121057,2,60.46,10,12.09,108.83,0.0,2025-06-28,2025-06-29,Tatabánya,Retail Store,PayPal,Completed
77716440,86989,476304,1,92.31,20,18.46,73.85,3.81,2026-06-16,2026-06-19,Sopron,Marketplace,Apple Pay,Completed
83428049,51232,669829,2,25.98,0,0.0,51.96,4.05,2025-12-07,2025-12-11,Győr,Mobile App,Cash on Delivery,Completed
85947287,51232,223994,1,25.88,0,0.0,25.88,5.98,2026-01-29,2026-02-01,Debrecen,Website,Google Pay,Completed
15822067,39892,467200,1,119.38,15,17.91,101.47,0.0,2025-01-08,2025-01-09,Budapest,Website,Card,Completed
74711634,49073,447431,1,90.14,20,18.03,72.11,3.74,2026-02-05,2026-02-08,Pécs,Website,Card,Completed
92659626,23801,895377,1,34.15,0,0.0,34.15,6.08,2025-08-06,2025-08-11,Budapest,Marketplace,Card,Completed
81788831,77262,339217,1,108.54,0,0.0,108.54,0.0,2025-02-25,2025-02-27,Budapest,Website,Card,Completed
34023718,15378,532068,1,179.4,0,0.0,179.4,6.84,2025-05-22,2025-05-27,Budapest,Website,PayPal,Completed
56786314,45415,202806,4,70.79,5,14.16,269.0,7.78,2025-05-08,2025-05-11,Kecskemét,Website,Card,Completed
83928761,20967,467427,2,126.29,0,0.0,252.58,0.0,2025-12-10,2025-12-12,Budapest,Retail Store,Card,Completed
28890382,23801,969470,2,35.28,25,17.64,52.92,8.87,2025-11-21,2025-11-23,Székesfehérvár,Website,Cash on Delivery,Completed
86775453,51232,670478,2,24.26,10,4.85,43.67,7.64,2026-04-02,2026-04-04,Budapest,Website,Card,Completed
84346332,86989,878074,1,91.66,0,0.0,91.66,4.34,2025-05-28,2025-05-31,Budapest,Mobile App,PayPal,Completed
48190240,45415,619259,1,70.79,10,7.08,63.71,8.87,2025-12-17,2025-12-19,Nyíregyháza,Marketplace,Card,Completed
53575639,72384,549022,1,60.0,0,0.0,60.0,3.94,2025-10-21,2025-10-27,Érd,Marketplace,Card,Completed
49133942,86989,653573,2,90.68,5,9.07,172.29,0.0,2025-09-14,,Debrecen,Website,Google Pay,Cancelled
91780259,37136,113826,2,50.27,0,0.0,100.54,4.34,2025-11-01,2025-11-04,Miskolc,Mobile App,Apple Pay,Completed
11424281,15378,380978,2,182.77,10,36.55,328.99,0.0,2025-08-10,2025-08-13,Budapest,Marketplace,Apple Pay,Completed
20901246,49073,364843,2,93.28,10,18.66,167.9,0.0,2026-03-24,2026-03-26,Debrecen,Mobile App,Card,Completed
53140854,45415,130851,2,70.39,10,14.08,126.7,0.0,2026-02-17,2026-02-19,Nyíregyháza,Website,Google Pay,Completed
72893647,77262,749402,4,113.45,10,45.38,408.42,0.0,2026-06-01,2026-06-02,Miskolc,Website,Google Pay,Completed
77517810,85983,297289,1,94.8,0,0.0,94.8,8.28,2025-08-15,2025-08-19,Miskolc,Retail Store,Apple Pay,Completed
61733347,51232,955615,1,24.72,15,3.71,21.01,8.99,2026-05-02,2026-05-04,Szeged,Website,PayPal,Completed
69778242,86989,702862,1,93.12,10,9.31,83.81,3.52,2025-11-11,2025-11-12,Sopron,Mobile App,Card,Completed
58036760,20967,696491,1,127.48,5,6.37,121.11,0.0,2026-08-21,2026-08-22,Kecskemét,Website,Card,Completed
16561882,20967,651916,1,129.0,0,0.0,129.0,0.0,2025-05-12,2025-05-14,Kecskemét,Website,Cash on Delivery,Completed
99409820,26644,897895,2,67.53,5,6.75,128.31,4.42,2026-04-06,2026-04-07,Nyíregyháza,Retail Store,Card,Completed
13112517,51232,527580,3,25.6,10,7.68,69.12,7.0,2026-05-19,2026-05-21,Szeged,Website,Bank Transfer,Completed
72184999,45415,700815,1,68.27,10,6.83,61.44,4.92,2025-06-21,2025-06-23,Budapest,Marketplace,Card,Returned
93088547,85983,948623,1,94.92,0,0.0,94.92,5.45,2025-12-25,2025-12-27,Érd,Marketplace,Card,Completed
89295561,95437,133884,1,55.17,0,0.0,55.17,8.15,2026-01-02,2026-01-06,Miskolc,Mobile App,Card,Completed
27095900,45415,339301,1,72.54,15,10.88,61.66,8.24,2026-04-24,2026-04-25,Veszprém,Mobile App,Cash on Delivery,Returned
52645442,17471,338479,1,29.8,25,7.45,22.35,6.1,2025-10-09,2025-10-10,Nyíregyháza,Mobile App,Apple Pay,Completed
52111402,20967,590914,1,130.07,0,0.0,130.07,7.34,2026-05-08,2026-05-09,Miskolc,Mobile App,Card,Completed
26882662,86989,176185,1,93.32,0,0.0,93.32,4.17,2025-06-30,2025-07-04,Győr,Website,Cash on Delivery,Completed
15990444,51232,303890,1,25.23,0,0.0,25.23,5.49,2025-04-26,2025-04-27,Miskolc,Website,Apple Pay,Completed
57576439,15378,169345,1,186.37,0,0.0,186.37,0.0,2025-06-16,2025-06-20,Sopron,Marketplace,Card,Completed
90858081,49073,409271,2,92.63,15,27.79,157.47,0.0,2025-08-24,2025-08-30,Szeged,Website,Card,Completed
21341386,39892,370716,2,122.66,0,0.0,245.32,0.0,2025-10-09,2025-10-13,Miskolc,Website,Apple Pay,Completed
61794850,45415,876245,1,71.24,20,14.25,56.99,5.55,2025-12-31,2026-01-05,Győr,Marketplace,Bank Transfer,Completed
56849702,26644,718697,3,64.17,0,0.0,192.51,0.0,2025-12-27,2025-12-27,Debrecen,Retail Store,Card,Completed
49491294,86989,824419,2,87.84,10,17.57,158.11,0.0,2026-05-05,2026-05-07,Sopron,Retail Store,Card,Completed
98378449,85983,654545,1,95.64,20,19.13,76.51,7.2,2026-04-27,2026-04-28,Nyíregyháza,Website,PayPal,Completed
62580442,85983,886023,2,97.33,0,0.0,194.66,7.51,2026-03-18,2026-03-20,Budapest,Website,Google Pay,Completed
25823940,20967,895377,2,126.93,0,0.0,253.86,0.0,2026-07-13,2026-07-15,Nyíregyháza,Website,Bank Transfer,Completed
84712442,26644,818074,1,66.78,20,13.36,53.42,7.48,2025-10-24,2025-10-25,Eger,Mobile App,Cash on Delivery,Completed
35151594,86989,609567,2,90.21,0,0.0,180.42,0.0,2026-04-12,2026-04-16,Budapest,Mobile App,Card,Completed
58465927,86989,385992,1,89.22,5,4.46,84.76,5.68,2025-02-08,2025-02-13,Budapest,Website,Card,Completed
65580626,86989,535672,1,87.98,0,0.0,87.98,8.26,2026-05-29,2026-05-30,Nyíregyháza,Website,Apple Pay,Completed
26697554,85983,467427,1,96.95,5,4.85,92.1,5.39,2025-07-08,2025-07-09,Budapest,Retail Store,Cash on Delivery,Completed
20984932,77262,468932,1,110.5,5,5.53,104.97,0.0,2025-11-26,2025-11-28,Budapest,Website,Apple Pay,Completed
51926330,86989,891733,2,87.79,0,0.0,175.58,0.0,2026-03-26,2026-03-28,Budapest,Website,Card,Returned
14574381,51232,136738,1,24.27,10,2.43,21.84,6.38,2025-12-10,2025-12-14,Budapest,Website,Card,Completed
43716445,20967,331790,2,134.56,0,0.0,269.12,0.0,2026-08-14,2026-08-17,Budapest,Marketplace,Apple Pay,Completed
87010148,85983,771770,2,92.34,20,36.94,147.74,0.0,2025-11-29,2025-12-03,Debrecen,Website,Google Pay,Completed
69057231,26644,687791,1,65.18,0,0.0,65.18,8.37,2025-02-26,2025-03-01,Budapest,Website,Card,Completed
96171382,45415,598008,2,72.53,0,0.0,145.06,0.0,2025-07-05,2025-07-10,Budapest,Website,Card,Completed
98805626,51232,464357,1,25.88,0,0.0,25.88,3.69,2026-01-01,2026-01-03,Tatabánya,Website,Card,Completed
45650713,39892,878074,1,118.07,0,0.0,118.07,0.0,2025-01-09,2025-01-12,Budapest,Mobile App,Card,Completed
85677355,85983,461587,1,93.79,0,0.0,93.79,7.32,2025-03-09,2025-03-10,Budapest,Mobile App,Cash on Delivery,Completed
41900473,45415,761366,1,69.96,0,0.0,69.96,8.46,2026-04-17,2026-04-18,Pécs,Mobile App,PayPal,Completed
94400109,45415,475851,2,72.79,0,0.0,145.58,0.0,2025-06-30,2025-06-30,Budapest,Marketplace,PayPal,Completed
62097887,51232,548154,3,24.25,0,0.0,72.75,7.63,2025-10-12,2025-10-15,Budapest,Mobile App,Card,Completed
71664720,45415,585763,1,69.43,0,0.0,69.43,4.04,2025-05-26,2025-05-28,Győr,Website,Bank Transfer,Completed
65463867,15378,999670,2,180.14,20,72.06,288.22,0.0,2025-07-28,2025-07-30,Veszprém,Mobile App,Card,Completed
30867345,37136,649042,1,49.49,15,7.42,42.07,7.87,2026-01-11,2026-01-15,Budapest,Website,Card,Completed
38313402,15378,724022,1,179.24,25,44.81,134.43,0.0,2025-11-17,2025-11-20,Eger,Marketplace,Google Pay,Completed
95037672,86989,242339,1,91.66,20,18.33,73.33,4.04,2025-11-05,2025-11-06,Budapest,Marketplace,Apple Pay,Completed
65905211,17471,300525,1,30.17,10,3.02,27.15,4.41,2025-02-07,2025-02-10,Eger,Website,PayPal,Completed
68771345,85983,561211,1,93.14,0,0.0,93.14,6.0,2025-09-17,2025-09-20,Sopron,Mobile App,Card,Completed
36861718,86989,842351,1,91.76,5,4.59,87.17,4.61,2026-01-14,2026-01-17,Pécs,Website,Bank Transfer,Completed
65839423,17471,264437,1,29.2,25,7.3,21.9,7.93,2025-04-30,2025-05-03,Budapest,Marketplace,Card,Completed
40163360,17471,224896,1,31.0,5,1.55,29.45,6.66,2026-03-18,2026-03-19,Budapest,Mobile App,Card,Completed
63804680,45415,176185,4,69.92,5,13.98,265.7,0.0,2025-06-17,2025-06-20,Budapest,Marketplace,Card,Completed
67085208,49073,666900,2,88.54,10,17.71,159.37,0.0,2025-08-15,2025-08-21,Veszprém,Website,Card,Completed
74954164,37136,690172,1,50.71,20,10.14,40.57,4.37,2026-06-23,2026-06-23,Győr,Retail Store,Apple Pay,Completed
67210137,20967,909182,1,126.48,10,12.65,113.83,0.0,2025-09-10,,Kecskemét,Website,Apple Pay,Cancelled
99280920,49073,962627,1,89.39,0,0.0,89.39,3.6,2025-05-22,2025-05-22,Budapest,Website,PayPal,Completed
42132729,39892,415978,1,122.24,0,0.0,122.24,6.6,2026-06-24,2026-06-28,Győr,Website,Card,Completed
10184845,85983,258927,2,95.32,0,0.0,190.64,0.0,2025-10-19,2025-10-21,Budapest,Website,PayPal,Completed
58164698,86989,855875,1,90.63,10,9.06,81.57,3.94,2025-02-01,2025-02-04,Budapest,Mobile App,Cash on Delivery,Completed
21182399,23801,532068,1,35.63,5,1.78,33.85,3.93,2026-04-27,2026-04-29,Budapest,Website,Card,Returned
57506193,45415,935888,3,72.33,0,0.0,216.99,0.0,2025-04-24,2025-04-27,Budapest,Marketplace,Card,Completed
32797108,45415,234664,1,72.12,0,0.0,72.12,7.02,2025-10-06,2025-10-10,Veszprém,Website,Card,Completed
25058520,15378,901875,1,176.8,15,26.52,150.28,0.0,2026-08-29,2026-08-31,Érd,Marketplace,PayPal,Completed
35149675,20967,316571,4,132.51,5,26.5,503.54,0.0,2025-07-01,2025-07-07,Tatabánya,Marketplace,Cash on Delivery,Completed
68696581,86989,790563,1,91.89,5,4.59,87.3,5.58,2025-05-05,2025-05-07,Kecskemét,Website,Card,Returned
26482828,49073,342121,4,89.12,10,35.65,320.83,0.0,2026-08-09,2026-08-11,Miskolc,Website,PayPal,Completed
38114186,15378,562237,3,178.21,0,0.0,534.63,4.04,2025-04-08,2025-04-10,Sopron,Marketplace,Google Pay,Completed
32606223,86989,795686,1,87.37,5,4.37,83.0,8.48,2025-11-27,2025-11-30,Miskolc,Marketplace,Cash on Delivery,Completed
41942617,77262,951536,1,110.56,0,0.0,110.56,0.0,2025-07-23,2025-07-24,Budapest,Mobile App,Card,Completed
15383648,72384,651916,1,59.7,5,2.99,56.71,6.28,2026-05-29,2026-05-31,Budapest,Retail Store,Card,Completed
20353104,20967,281868,1,129.17,10,12.92,116.25,0.0,2025-11-20,2025-11-25,Győr,Marketplace,Cash on Delivery,Completed
25549167,85983,330720,3,96.45,5,14.47,274.88,0.0,2026-05-24,2026-05-25,Budapest,Website,PayPal,Completed
91840646,86989,564160,4,92.4,15,55.44,314.16,0.0,2025-04-28,2025-05-03,Szombathely,Website,Card,Completed
93068370,86989,566714,1,91.25,0,0.0,91.25,7.41,2025-07-18,2025-07-21,Szeged,Website,PayPal,Completed
56696509,15378,355971,2,183.2,15,54.96,311.44,0.0,2026-01-09,2026-01-11,Miskolc,Website,Google Pay,Completed
98790210,85983,284218,2,97.77,0,0.0,195.54,6.15,2025-08-10,2025-08-11,Budapest,Website,Card,Completed
31546826,51232,855875,1,24.88,10,2.49,22.39,6.43,2026-05-18,2026-05-18,Budapest,Mobile App,Bank Transfer,Completed
34404883,95437,253752,1,54.84,5,2.74,52.1,8.7,2026-06-10,2026-06-11,Kecskemét,Website,Cash on Delivery,Completed
63639640,86989,732852,1,91.52,0,0.0,91.52,6.82,2026-06-10,2026-06-13,Szombathely,Website,Card,Completed
70955721,95437,590914,1,53.56,0,0.0,53.56,3.91,2026-04-14,2026-04-18,Budapest,Website,Card,Completed
41868030,20967,522684,1,134.12,20,26.82,107.3,0.0,2025-09-14,2025-09-20,Debrecen,Marketplace,Card,Completed
34025881,85983,830998,1,96.11,0,0.0,96.11,7.97,2026-04-23,2026-04-24,Tatabánya,Mobile App,Bank Transfer,Completed
99894242,17471,731851,2,29.86,20,11.94,47.78,8.38,2025-12-29,2025-12-30,Pécs,Mobile App,Card,Completed
43249878,86989,108130,1,90.9,5,4.55,86.35,5.93,2025-06-06,2025-06-13,Érd,Website,Bank Transfer,Completed
79615416,51232,130865,1,25.01,5,1.25,23.76,4.34,2026-03-11,2026-03-13,Debrecen,Mobile App,Card,Completed
94048212,23801,613733,1,36.08,10,3.61,32.47,7.57,2025-10-11,2025-10-13,Szeged,Marketplace,Card,Completed
52156047,86989,232420,3,92.56,0,0.0,277.68,0.0,2025-02-17,2025-02-18,Debrecen,Website,Card,Completed
79647128,23801,349637,1,36.28,5,1.81,34.47,4.29,2025-05-17,2025-05-23,Sopron,Mobile App,Card,Completed
56443279,49073,947649,1,90.08,10,9.01,81.07,5.22,2026-03-23,2026-03-25,Szombathely,Marketplace,Google Pay,Completed
72748013,45415,339217,2,67.93,15,20.38,115.48,6.67,2025-01-03,2025-01-05,Nyíregyháza,Mobile App,Card,Completed
51078648,15378,459675,1,185.32,10,18.53,166.79,0.0,2025-05-14,2025-05-18,Miskolc,Website,Bank Transfer,Completed
86022062,49073,948623,1,88.44,0,0.0,88.44,7.43,2025-10-21,2025-10-24,Budapest,Website,Card,Completed
58063376,72384,350251,1,60.28,0,0.0,60.28,8.06,2025-09-13,2025-09-16,Budapest,Website,Card,Completed
68781931,23801,289020,2,34.84,0,0.0,69.68,8.36,2025-11-13,2025-11-16,Debrecen,Website,Card,Completed
90783118,51232,436047,2,25.53,10,5.11,45.95,8.01,2025-04-22,2025-04-27,Budapest,Marketplace,PayPal,Completed
81508574,51232,184904,1,25.11,20,5.02,20.09,6.14,2025-12-05,2025-12-11,Budapest,Website,Card,Completed
81457357,15378,646402,1,186.75,0,0.0,186.75,0.0,2025-02-08,2025-02-11,Budapest,Website,Cash on Delivery,Completed
78357945,17471,382406,1,29.53,20,5.91,23.62,5.25,2025-05-07,2025-05-09,Budapest,Website,Cash on Delivery,Completed
12523507,49073,964696,1,88.35,5,4.42,83.93,8.91,2025-11-16,2025-11-17,Sopron,Retail Store,Card,Completed
59837535,49073,977931,1,91.35,0,0.0,91.35,8.29,2025-10-27,2025-11-02,Kecskemét,Website,PayPal,Completed
54713472,86989,645743,1,91.38,0,0.0,91.38,8.19,2025-09-23,2025-09-27,Budapest,Website,PayPal,Completed
52433826,45415,185190,1,71.37,15,10.71,60.66,6.78,2025-04-02,2025-04-08,Budapest,Website,Card,Completed
49248476,85983,677707,2,94.06,0,0.0,188.12,0.0,2026-08-04,2026-08-07,Budapest,Mobile App,PayPal,Completed
66414515,20967,588136,1,126.15,0,0.0,126.15,0.0,2025-08-31,2025-09-04,Budapest,Retail Store,Apple Pay,Completed
24053418,95437,156003,2,55.67,0,0.0,111.34,0.0,2026-05-21,,Győr,Mobile App,Card,Cancelled
71474305,51232,701933,1,25.29,15,3.79,21.5,8.36,2026-07-07,2026-07-11,Győr,Mobile App,Cash on Delivery,Completed
38366471,45415,722757,2,71.19,20,28.48,113.9,0.0,2025-09-20,2025-09-22,Debrecen,Website,Apple Pay,Returned
87594502,45415,172231,2,72.69,5,7.27,138.11,0.0,2026-05-23,2026-05-26,Budapest,Mobile App,Card,Completed
10324622,49073,945366,1,90.19,25,22.55,67.64,7.49,2025-10-10,2025-10-11,Kecskemét,Retail Store,Google Pay,Completed
44089376,20967,933091,2,131.77,10,26.35,237.19,0.0,2025-08-12,2025-08-14,Budapest,Website,PayPal,Completed
84513307,86989,133884,1,90.94,5,4.55,86.39,7.81,2025-11-25,2025-11-27,Debrecen,Mobile App,Cash on Delivery,Completed
22611179,51232,240777,2,25.06,0,0.0,50.12,5.3,2025-08-15,2025-08-17,Érd,Marketplace,Google Pay,Completed
28306465,86989,555067,1,91.91,0,0.0,91.91,4.72,2025-07-02,2025-07-04,Érd,Website,Google Pay,Completed
85549932,17471,948623,1,30.66,0,0.0,30.66,8.85,2025-10-27,2025-10-30,Székesfehérvár,Website,PayPal,Completed
66714035,20967,517374,1,130.48,0,0.0,130.48,0.0,2025-04-02,2025-04-03,Debrecen,Website,Cash on Delivery,Completed
41276780,95437,506816,3,54.56,0,0.0,163.68,0.0,2025-04-18,2025-04-25,Nyíregyháza,Website,Card,Completed
26121656,77262,565115,4,108.04,0,0.0,432.16,0.0,2025-11-17,2025-11-19,Debrecen,Mobile App,Apple Pay,Completed
80097144,85983,131071,1,94.63,15,14.19,80.44,4.68,2026-08-17,2026-08-20,Budapest,Mobile App,Card,Completed
94506660,20967,180008,2,133.54,10,26.71,240.37,5.68,2025-05-27,2025-05-31,Szeged,Website,Card,Completed
82151200,86989,130851,1,91.39,0,0.0,91.39,4.67,2026-06-10,2026-06-11,Budapest,Mobile App,Card,Completed
75704147,26644,385992,3,65.73,5,9.86,187.33,0.0,2025-10-08,2025-10-10,Érd,Website,Bank Transfer,Completed
21468534,15378,925808,2,176.25,15,52.88,299.62,0.0,2025-08-19,2025-08-23,Nyíregyháza,Website,Google Pay,Completed
25935802,39892,231868,1,121.76,20,24.35,97.41,6.37,2025-03-18,2025-03-20,Budapest,Website,Bank Transfer,Completed
52279590,49073,445644,1,89.59,0,0.0,89.59,7.7,2025-12-17,2025-12-23,Veszprém,Retail Store,PayPal,Completed
92428536,39892,229479,4,122.77,0,0.0,491.08,0.0,2026-05-21,2026-05-23,Székesfehérvár,Mobile App,Apple Pay,Completed
27625722,86989,797683,1,87.62,10,8.76,78.86,5.67,2025-07-15,2025-07-18,Kecskemét,Website,Apple Pay,Completed
